timestamp,cell,variable,source,value,scenario
2018-01-23,CellId: 476c0d0000000000,precipitation,ERA5,10.879898071289062,cross-source-austria-meteo
2018-01-24,CellId: 476c0d0000000000,precipitation,ERA5,0.016307830810546875,cross-source-austria-meteo
2018-01-25,CellId: 476c0d0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-26,CellId: 476c0d0000000000,precipitation,ERA5,0.164794921875,cross-source-austria-meteo
2018-01-27,CellId: 476c0d0000000000,precipitation,ERA5,0.274658203125,cross-source-austria-meteo
2018-01-28,CellId: 476c0d0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-29,CellId: 476c0d0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-30,CellId: 476c0d0000000000,precipitation,ERA5,0.885772705078125,cross-source-austria-meteo
2018-01-31,CellId: 476c0d0000000000,precipitation,ERA5,0.39997100830078125,cross-source-austria-meteo
2018-01-01,CellId: 476c150000000000,precipitation,ERA5,2.7379989624023438,cross-source-austria-meteo
2018-01-02,CellId: 476c150000000000,precipitation,ERA5,0.30040740966796875,cross-source-austria-meteo
2018-01-03,CellId: 476c150000000000,precipitation,ERA5,9.882545471191406,cross-source-austria-meteo
2018-01-04,CellId: 476c150000000000,precipitation,ERA5,8.811378479003906,cross-source-austria-meteo
2018-01-05,CellId: 476c150000000000,precipitation,ERA5,11.815452575683594,cross-source-austria-meteo
2018-01-06,CellId: 476c150000000000,precipitation,ERA5,0.0377655029296875,cross-source-austria-meteo
2018-01-07,CellId: 476c150000000000,precipitation,ERA5,0.439453125,cross-source-austria-meteo
2018-01-08,CellId: 476c150000000000,precipitation,ERA5,0.9990692138671875,cross-source-austria-meteo
2018-01-09,CellId: 476c150000000000,precipitation,ERA5,1.4453887939453125,cross-source-austria-meteo
2018-01-10,CellId: 476c150000000000,precipitation,ERA5,37.44621276855469,cross-source-austria-meteo
2018-01-11,CellId: 476c150000000000,precipitation,ERA5,0.5407333374023438,cross-source-austria-meteo
2018-01-12,CellId: 476c150000000000,precipitation,ERA5,11.260986328125,cross-source-austria-meteo
2018-01-13,CellId: 476c150000000000,precipitation,ERA5,12.835121154785156,cross-source-austria-meteo
2018-01-14,CellId: 476c150000000000,precipitation,ERA5,13.51318359375,cross-source-austria-meteo
2018-01-15,CellId: 476c150000000000,precipitation,ERA5,0.53558349609375,cross-source-austria-meteo
2018-01-16,CellId: 476c150000000000,precipitation,ERA5,7.843208312988281,cross-source-austria-meteo
2018-01-17,CellId: 476c150000000000,precipitation,ERA5,4.882049560546875,cross-source-austria-meteo
2018-01-18,CellId: 476c150000000000,precipitation,ERA5,3.1328201293945312,cross-source-austria-meteo
2018-01-19,CellId: 476c150000000000,precipitation,ERA5,2.9010772705078125,cross-source-austria-meteo
2018-01-20,CellId: 476c150000000000,precipitation,ERA5,1.9620895385742188,cross-source-austria-meteo
2018-01-21,CellId: 476c150000000000,precipitation,ERA5,3.6203384399414062,cross-source-austria-meteo
2018-01-22,CellId: 476c150000000000,precipitation,ERA5,2.286529541015625,cross-source-austria-meteo
2018-01-23,CellId: 476c150000000000,precipitation,ERA5,13.461685180664062,cross-source-austria-meteo
2018-01-24,CellId: 476c150000000000,precipitation,ERA5,0.020599365234375,cross-source-austria-meteo
2018-01-25,CellId: 476c150000000000,precipitation,ERA5,0.0034332275390625,cross-source-austria-meteo
2018-01-26,CellId: 476c150000000000,precipitation,ERA5,0.1132965087890625,cross-source-austria-meteo
2018-01-27,CellId: 476c150000000000,precipitation,ERA5,0.281524658203125,cross-source-austria-meteo
2018-01-28,CellId: 476c150000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-29,CellId: 476c150000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-30,CellId: 476c150000000000,precipitation,ERA5,1.0471343994140625,cross-source-austria-meteo
2018-01-31,CellId: 476c150000000000,precipitation,ERA5,0.45490264892578125,cross-source-austria-meteo
2018-01-01,CellId: 476c1d0000000000,precipitation,ERA5,4.835700988769531,cross-source-austria-meteo
2018-01-02,CellId: 476c1d0000000000,precipitation,ERA5,1.3990402221679688,cross-source-austria-meteo
2018-01-03,CellId: 476c1d0000000000,precipitation,ERA5,17.490577697753906,cross-source-austria-meteo
2018-01-04,CellId: 476c1d0000000000,precipitation,ERA5,8.222579956054688,cross-source-austria-meteo
2018-01-05,CellId: 476c1d0000000000,precipitation,ERA5,12.31842041015625,cross-source-austria-meteo
2018-01-06,CellId: 476c1d0000000000,precipitation,ERA5,0.006866455078125,cross-source-austria-meteo
2018-01-07,CellId: 476c1d0000000000,precipitation,ERA5,0.102996826171875,cross-source-austria-meteo
2018-01-08,CellId: 476c1d0000000000,precipitation,ERA5,0.5098342895507812,cross-source-austria-meteo
2018-01-09,CellId: 476c1d0000000000,precipitation,ERA5,2.918243408203125,cross-source-austria-meteo
2018-01-10,CellId: 476c1d0000000000,precipitation,ERA5,36.79389953613281,cross-source-austria-meteo
2018-01-11,CellId: 476c1d0000000000,precipitation,ERA5,0.6351470947265625,cross-source-austria-meteo
2018-01-12,CellId: 476c1d0000000000,precipitation,ERA5,14.026451110839844,cross-source-austria-meteo
2018-01-13,CellId: 476c1d0000000000,precipitation,ERA5,17.708587646484375,cross-source-austria-meteo
2018-01-14,CellId: 476c1d0000000000,precipitation,ERA5,13.868522644042969,cross-source-austria-meteo
2018-01-15,CellId: 476c1d0000000000,precipitation,ERA5,0.995635986328125,cross-source-austria-meteo
2018-01-16,CellId: 476c1d0000000000,precipitation,ERA5,12.364768981933594,cross-source-austria-meteo
2018-01-17,CellId: 476c1d0000000000,precipitation,ERA5,6.648445129394531,cross-source-austria-meteo
2018-01-18,CellId: 476c1d0000000000,precipitation,ERA5,5.2356719970703125,cross-source-austria-meteo
2018-01-19,CellId: 476c1d0000000000,precipitation,ERA5,4.729270935058594,cross-source-austria-meteo
2018-01-20,CellId: 476c1d0000000000,precipitation,ERA5,2.9851913452148438,cross-source-austria-meteo
2018-01-21,CellId: 476c1d0000000000,precipitation,ERA5,3.371429443359375,cross-source-austria-meteo
2018-01-22,CellId: 476c1d0000000000,precipitation,ERA5,1.8299102783203125,cross-source-austria-meteo
2018-01-23,CellId: 476c1d0000000000,precipitation,ERA5,10.435295104980469,cross-source-austria-meteo
2018-01-24,CellId: 476c1d0000000000,precipitation,ERA5,0.01373291015625,cross-source-austria-meteo
2018-01-25,CellId: 476c1d0000000000,precipitation,ERA5,0.0034332275390625,cross-source-austria-meteo
2018-01-26,CellId: 476c1d0000000000,precipitation,ERA5,0.075531005859375,cross-source-austria-meteo
2018-01-27,CellId: 476c1d0000000000,precipitation,ERA5,0.09784698486328125,cross-source-austria-meteo
2018-01-28,CellId: 476c1d0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-29,CellId: 476c1d0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-30,CellId: 476c1d0000000000,precipitation,ERA5,0.3536224365234375,cross-source-austria-meteo
2018-01-31,CellId: 476c1d0000000000,precipitation,ERA5,0.40340423583984375,cross-source-austria-meteo
2018-01-01,CellId: 476c310000000000,precipitation,ERA5,4.001426696777344,cross-source-austria-meteo
2018-01-02,CellId: 476c310000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-03,CellId: 476c310000000000,precipitation,ERA5,7.359123229980469,cross-source-austria-meteo
2018-01-04,CellId: 476c310000000000,precipitation,ERA5,11.333084106445312,cross-source-austria-meteo
2018-01-05,CellId: 476c310000000000,precipitation,ERA5,8.268928527832031,cross-source-austria-meteo
2018-01-06,CellId: 476c310000000000,precipitation,ERA5,0.02918243408203125,cross-source-austria-meteo
2018-01-07,CellId: 476c310000000000,precipitation,ERA5,0.4016876220703125,cross-source-austria-meteo
2018-01-08,CellId: 476c310000000000,precipitation,ERA5,1.1415481567382812,cross-source-austria-meteo
2018-01-09,CellId: 476c310000000000,precipitation,ERA5,1.6119003295898438,cross-source-austria-meteo
2018-01-10,CellId: 476c310000000000,precipitation,ERA5,36.672019958496094,cross-source-austria-meteo
2018-01-11,CellId: 476c310000000000,precipitation,ERA5,0.9698867797851562,cross-source-austria-meteo
2018-01-12,CellId: 476c310000000000,precipitation,ERA5,11.254119873046875,cross-source-austria-meteo
2018-01-13,CellId: 476c310000000000,precipitation,ERA5,14.495086669921875,cross-source-austria-meteo
2018-01-14,CellId: 476c310000000000,precipitation,ERA5,19.272422790527344,cross-source-austria-meteo
2018-01-15,CellId: 476c310000000000,precipitation,ERA5,0.7089614868164062,cross-source-austria-meteo
2018-01-16,CellId: 476c310000000000,precipitation,ERA5,7.1685791015625,cross-source-austria-meteo
2018-01-17,CellId: 476c310000000000,precipitation,ERA5,5.642509460449219,cross-source-austria-meteo
2018-01-18,CellId: 476c310000000000,precipitation,ERA5,4.648590087890625,cross-source-austria-meteo
2018-01-19,CellId: 476c310000000000,precipitation,ERA5,3.9722442626953125,cross-source-austria-meteo
2018-01-20,CellId: 476c310000000000,precipitation,ERA5,3.3662796020507812,cross-source-austria-meteo
2018-01-21,CellId: 476c310000000000,precipitation,ERA5,4.434013366699219,cross-source-austria-meteo
2018-01-22,CellId: 476c310000000000,precipitation,ERA5,2.67791748046875,cross-source-austria-meteo
2018-01-23,CellId: 476c310000000000,precipitation,ERA5,13.133811950683594,cross-source-austria-meteo
2018-01-24,CellId: 476c310000000000,precipitation,ERA5,0.07381439208984375,cross-source-austria-meteo
2018-01-25,CellId: 476c310000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-26,CellId: 476c310000000000,precipitation,ERA5,0.09098052978515625,cross-source-austria-meteo
2018-01-27,CellId: 476c310000000000,precipitation,ERA5,0.5029678344726562,cross-source-austria-meteo
2018-01-28,CellId: 476c310000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-29,CellId: 476c310000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-30,CellId: 476c310000000000,precipitation,ERA5,0.9647369384765625,cross-source-austria-meteo
2018-01-31,CellId: 476c310000000000,precipitation,ERA5,0.5218505859375,cross-source-austria-meteo
2018-01-01,CellId: 476c4d0000000000,precipitation,ERA5,0.42057037353515625,cross-source-austria-meteo
2018-01-02,CellId: 476c4d0000000000,precipitation,ERA5,0.006866455078125,cross-source-austria-meteo
2018-01-03,CellId: 476c4d0000000000,precipitation,ERA5,8.332443237304688,cross-source-austria-meteo
2018-01-04,CellId: 476c4d0000000000,precipitation,ERA5,11.839485168457031,cross-source-austria-meteo
2018-01-05,CellId: 476c4d0000000000,precipitation,ERA5,13.8153076171875,cross-source-austria-meteo
2018-01-06,CellId: 476c4d0000000000,precipitation,ERA5,0.06008148193359375,cross-source-austria-meteo
2018-01-07,CellId: 476c4d0000000000,precipitation,ERA5,1.764678955078125,cross-source-austria-meteo
2018-01-08,CellId: 476c4d0000000000,precipitation,ERA5,4.602241516113281,cross-source-austria-meteo
2018-01-09,CellId: 476c4d0000000000,precipitation,ERA5,1.7938613891601562,cross-source-austria-meteo
2018-01-10,CellId: 476c4d0000000000,precipitation,ERA5,39.90955352783203,cross-source-austria-meteo
2018-01-11,CellId: 476c4d0000000000,precipitation,ERA5,0.6299972534179688,cross-source-austria-meteo
2018-01-12,CellId: 476c4d0000000000,precipitation,ERA5,7.8243255615234375,cross-source-austria-meteo
2018-01-13,CellId: 476c4d0000000000,precipitation,ERA5,10.047340393066406,cross-source-austria-meteo
2018-01-14,CellId: 476c4d0000000000,precipitation,ERA5,14.524269104003906,cross-source-austria-meteo
2018-01-15,CellId: 476c4d0000000000,precipitation,ERA5,0.28839111328125,cross-source-austria-meteo
2018-01-16,CellId: 476c4d0000000000,precipitation,ERA5,6.960868835449219,cross-source-austria-meteo
2018-01-17,CellId: 476c4d0000000000,precipitation,ERA5,4.052925109863281,cross-source-austria-meteo
2018-01-18,CellId: 476c4d0000000000,precipitation,ERA5,5.8948516845703125,cross-source-austria-meteo
2018-01-19,CellId: 476c4d0000000000,precipitation,ERA5,5.774688720703125,cross-source-austria-meteo
2018-01-20,CellId: 476c4d0000000000,precipitation,ERA5,6.154060363769531,cross-source-austria-meteo
2018-01-21,CellId: 476c4d0000000000,precipitation,ERA5,5.6476593017578125,cross-source-austria-meteo
2018-01-22,CellId: 476c4d0000000000,precipitation,ERA5,2.4908065795898438,cross-source-austria-meteo
2018-01-23,CellId: 476c4d0000000000,precipitation,ERA5,17.533493041992188,cross-source-austria-meteo
2018-01-24,CellId: 476c4d0000000000,precipitation,ERA5,0.11501312255859375,cross-source-austria-meteo
2018-01-25,CellId: 476c4d0000000000,precipitation,ERA5,0.0034332275390625,cross-source-austria-meteo
2018-01-26,CellId: 476c4d0000000000,precipitation,ERA5,0.32444000244140625,cross-source-austria-meteo
2018-01-27,CellId: 476c4d0000000000,precipitation,ERA5,1.0694503784179688,cross-source-austria-meteo
2018-01-28,CellId: 476c4d0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-29,CellId: 476c4d0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-30,CellId: 476c4d0000000000,precipitation,ERA5,1.2445449829101562,cross-source-austria-meteo
2018-01-31,CellId: 476c4d0000000000,precipitation,ERA5,0.22144317626953125,cross-source-austria-meteo
2018-01-01,CellId: 476c5b0000000000,precipitation,ERA5,0.6231307983398438,cross-source-austria-meteo
2018-01-02,CellId: 476c5b0000000000,precipitation,ERA5,0.006866455078125,cross-source-austria-meteo
2018-01-03,CellId: 476c5b0000000000,precipitation,ERA5,7.7144622802734375,cross-source-austria-meteo
2018-01-04,CellId: 476c5b0000000000,precipitation,ERA5,8.993339538574219,cross-source-austria-meteo
2018-01-05,CellId: 476c5b0000000000,precipitation,ERA5,16.647720336914062,cross-source-austria-meteo
2018-01-06,CellId: 476c5b0000000000,precipitation,ERA5,0.12187957763671875,cross-source-austria-meteo
2018-01-07,CellId: 476c5b0000000000,precipitation,ERA5,1.3217926025390625,cross-source-austria-meteo
2018-01-08,CellId: 476c5b0000000000,precipitation,ERA5,3.632354736328125,cross-source-austria-meteo
2018-01-09,CellId: 476c5b0000000000,precipitation,ERA5,1.4041900634765625,cross-source-austria-meteo
2018-01-10,CellId: 476c5b0000000000,precipitation,ERA5,40.191078186035156,cross-source-austria-meteo
2018-01-11,CellId: 476c5b0000000000,precipitation,ERA5,0.34332275390625,cross-source-austria-meteo
2018-01-12,CellId: 476c5b0000000000,precipitation,ERA5,7.312774658203125,cross-source-austria-meteo
2018-01-13,CellId: 476c5b0000000000,precipitation,ERA5,7.6080322265625,cross-source-austria-meteo
2018-01-14,CellId: 476c5b0000000000,precipitation,ERA5,10.80780029296875,cross-source-austria-meteo
2018-01-15,CellId: 476c5b0000000000,precipitation,ERA5,0.2918243408203125,cross-source-austria-meteo
2018-01-16,CellId: 476c5b0000000000,precipitation,ERA5,7.544517517089844,cross-source-austria-meteo
2018-01-17,CellId: 476c5b0000000000,precipitation,ERA5,4.904365539550781,cross-source-austria-meteo
2018-01-18,CellId: 476c5b0000000000,precipitation,ERA5,4.530143737792969,cross-source-austria-meteo
2018-01-19,CellId: 476c5b0000000000,precipitation,ERA5,5.472564697265625,cross-source-austria-meteo
2018-01-20,CellId: 476c5b0000000000,precipitation,ERA5,4.264068603515625,cross-source-austria-meteo
2018-01-21,CellId: 476c5b0000000000,precipitation,ERA5,4.245185852050781,cross-source-austria-meteo
2018-01-22,CellId: 476c5b0000000000,precipitation,ERA5,2.2951126098632812,cross-source-austria-meteo
2018-01-23,CellId: 476c5b0000000000,precipitation,ERA5,13.683128356933594,cross-source-austria-meteo
2018-01-24,CellId: 476c5b0000000000,precipitation,ERA5,0.05664825439453125,cross-source-austria-meteo
2018-01-25,CellId: 476c5b0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-26,CellId: 476c5b0000000000,precipitation,ERA5,0.26092529296875,cross-source-austria-meteo
2018-01-27,CellId: 476c5b0000000000,precipitation,ERA5,0.6591796875,cross-source-austria-meteo
2018-01-28,CellId: 476c5b0000000000,precipitation,ERA5,0.00171661376953125,cross-source-austria-meteo
2018-01-29,CellId: 476c5b0000000000,precipitation,ERA5,0.00514984130859375,cross-source-austria-meteo
2018-01-30,CellId: 476c5b0000000000,precipitation,ERA5,1.696014404296875,cross-source-austria-meteo
2018-01-31,CellId: 476c5b0000000000,precipitation,ERA5,0.32100677490234375,cross-source-austria-meteo
2018-01-01,CellId: 476c670000000000,precipitation,ERA5,0.76904296875,cross-source-austria-meteo
2018-01-02,CellId: 476c670000000000,precipitation,ERA5,0.075531005859375,cross-source-austria-meteo
2018-01-03,CellId: 476c670000000000,precipitation,ERA5,11.077308654785156,cross-source-austria-meteo
2018-01-04,CellId: 476c670000000000,precipitation,ERA5,6.789207458496094,cross-source-austria-meteo
2018-01-05,CellId: 476c670000000000,precipitation,ERA5,18.32141876220703,cross-source-austria-meteo
2018-01-06,CellId: 476c670000000000,precipitation,ERA5,0.199127197265625,cross-source-austria-meteo
2018-01-07,CellId: 476c670000000000,precipitation,ERA5,0.775909423828125,cross-source-austria-meteo
2018-01-08,CellId: 476c670000000000,precipitation,ERA5,1.7543792724609375,cross-source-austria-meteo
2018-01-09,CellId: 476c670000000000,precipitation,ERA5,0.734710693359375,cross-source-austria-meteo
2018-01-10,CellId: 476c670000000000,precipitation,ERA5,33.542633056640625,cross-source-austria-meteo
2018-01-11,CellId: 476c670000000000,precipitation,ERA5,0.42057037353515625,cross-source-austria-meteo
2018-01-12,CellId: 476c670000000000,precipitation,ERA5,7.6869964599609375,cross-source-austria-meteo
2018-01-13,CellId: 476c670000000000,precipitation,ERA5,6.360054016113281,cross-source-austria-meteo
2018-01-14,CellId: 476c670000000000,precipitation,ERA5,9.144401550292969,cross-source-austria-meteo
2018-01-15,CellId: 476c670000000000,precipitation,ERA5,0.49953460693359375,cross-source-austria-meteo
2018-01-16,CellId: 476c670000000000,precipitation,ERA5,8.794212341308594,cross-source-austria-meteo
2018-01-17,CellId: 476c670000000000,precipitation,ERA5,5.827903747558594,cross-source-austria-meteo
2018-01-18,CellId: 476c670000000000,precipitation,ERA5,5.752372741699219,cross-source-austria-meteo
2018-01-19,CellId: 476c670000000000,precipitation,ERA5,7.153129577636719,cross-source-austria-meteo
2018-01-20,CellId: 476c670000000000,precipitation,ERA5,3.1688690185546875,cross-source-austria-meteo
2018-01-21,CellId: 476c670000000000,precipitation,ERA5,4.894065856933594,cross-source-austria-meteo
2018-01-22,CellId: 476c670000000000,precipitation,ERA5,2.7860641479492188,cross-source-austria-meteo
2018-01-23,CellId: 476c670000000000,precipitation,ERA5,11.607742309570312,cross-source-austria-meteo
2018-01-24,CellId: 476c670000000000,precipitation,ERA5,0.03261566162109375,cross-source-austria-meteo
2018-01-25,CellId: 476c670000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-26,CellId: 476c670000000000,precipitation,ERA5,0.34847259521484375,cross-source-austria-meteo
2018-01-27,CellId: 476c670000000000,precipitation,ERA5,0.6059646606445312,cross-source-austria-meteo
2018-01-28,CellId: 476c670000000000,precipitation,ERA5,0.006866455078125,cross-source-austria-meteo
2018-01-29,CellId: 476c670000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-30,CellId: 476c670000000000,precipitation,ERA5,2.0307540893554688,cross-source-austria-meteo
2018-01-31,CellId: 476c670000000000,precipitation,ERA5,0.6282806396484375,cross-source-austria-meteo
2018-01-01,CellId: 476cc30000000000,precipitation,ERA5,0.5407333374023438,cross-source-austria-meteo
2018-01-02,CellId: 476cc30000000000,precipitation,ERA5,0.18367767333984375,cross-source-austria-meteo
2018-01-03,CellId: 476cc30000000000,precipitation,ERA5,14.783477783203125,cross-source-austria-meteo
2018-01-04,CellId: 476cc30000000000,precipitation,ERA5,5.82275390625,cross-source-austria-meteo
2018-01-05,CellId: 476cc30000000000,precipitation,ERA5,17.485427856445312,cross-source-austria-meteo
2018-01-06,CellId: 476cc30000000000,precipitation,ERA5,0.2437591552734375,cross-source-austria-meteo
2018-01-07,CellId: 476cc30000000000,precipitation,ERA5,3.9464950561523438,cross-source-austria-meteo
2018-01-08,CellId: 476cc30000000000,precipitation,ERA5,5.505180358886719,cross-source-austria-meteo
2018-01-09,CellId: 476cc30000000000,precipitation,ERA5,1.9243240356445312,cross-source-austria-meteo
2018-01-10,CellId: 476cc30000000000,precipitation,ERA5,38.76457214355469,cross-source-austria-meteo
2018-01-11,CellId: 476cc30000000000,precipitation,ERA5,0.20427703857421875,cross-source-austria-meteo
2018-01-12,CellId: 476cc30000000000,precipitation,ERA5,2.0753860473632812,cross-source-austria-meteo
2018-01-13,CellId: 476cc30000000000,precipitation,ERA5,6.493949890136719,cross-source-austria-meteo
2018-01-14,CellId: 476cc30000000000,precipitation,ERA5,3.8537979125976562,cross-source-austria-meteo
2018-01-15,CellId: 476cc30000000000,precipitation,ERA5,0.7604598999023438,cross-source-austria-meteo
2018-01-16,CellId: 476cc30000000000,precipitation,ERA5,6.7394256591796875,cross-source-austria-meteo
2018-01-17,CellId: 476cc30000000000,precipitation,ERA5,13.16986083984375,cross-source-austria-meteo
2018-01-18,CellId: 476cc30000000000,precipitation,ERA5,8.826828002929688,cross-source-austria-meteo
2018-01-19,CellId: 476cc30000000000,precipitation,ERA5,10.964012145996094,cross-source-austria-meteo
2018-01-20,CellId: 476cc30000000000,precipitation,ERA5,10.56060791015625,cross-source-austria-meteo
2018-01-21,CellId: 476cc30000000000,precipitation,ERA5,6.311988830566406,cross-source-austria-meteo
2018-01-22,CellId: 476cc30000000000,precipitation,ERA5,2.6006698608398438,cross-source-austria-meteo
2018-01-23,CellId: 476cc30000000000,precipitation,ERA5,8.52813720703125,cross-source-austria-meteo
2018-01-24,CellId: 476cc30000000000,precipitation,ERA5,0.21028518676757812,cross-source-austria-meteo
2018-01-25,CellId: 476cc30000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-26,CellId: 476cc30000000000,precipitation,ERA5,1.2239456176757812,cross-source-austria-meteo
2018-01-27,CellId: 476cc30000000000,precipitation,ERA5,1.3561248779296875,cross-source-austria-meteo
2018-01-28,CellId: 476cc30000000000,precipitation,ERA5,0.11844635009765625,cross-source-austria-meteo
2018-01-29,CellId: 476cc30000000000,precipitation,ERA5,0.08754730224609375,cross-source-austria-meteo
2018-01-30,CellId: 476cc30000000000,precipitation,ERA5,1.874542236328125,cross-source-austria-meteo
2018-01-31,CellId: 476cc30000000000,precipitation,ERA5,0.3055572509765625,cross-source-austria-meteo
2018-01-01,CellId: 476cdf0000000000,precipitation,ERA5,0.4703521728515625,cross-source-austria-meteo
2018-01-02,CellId: 476cdf0000000000,precipitation,ERA5,0.09441375732421875,cross-source-austria-meteo
2018-01-03,CellId: 476cdf0000000000,precipitation,ERA5,14.35089111328125,cross-source-austria-meteo
2018-01-04,CellId: 476cdf0000000000,precipitation,ERA5,7.999420166015625,cross-source-austria-meteo
2018-01-05,CellId: 476cdf0000000000,precipitation,ERA5,20.77789306640625,cross-source-austria-meteo
2018-01-06,CellId: 476cdf0000000000,precipitation,ERA5,0.21457672119140625,cross-source-austria-meteo
2018-01-07,CellId: 476cdf0000000000,precipitation,ERA5,5.694007873535156,cross-source-austria-meteo
2018-01-08,CellId: 476cdf0000000000,precipitation,ERA5,7.9341888427734375,cross-source-austria-meteo
2018-01-09,CellId: 476cdf0000000000,precipitation,ERA5,3.2238006591796875,cross-source-austria-meteo
2018-01-10,CellId: 476cdf0000000000,precipitation,ERA5,46.793174743652344,cross-source-austria-meteo
2018-01-11,CellId: 476cdf0000000000,precipitation,ERA5,0.2643585205078125,cross-source-austria-meteo
2018-01-12,CellId: 476cdf0000000000,precipitation,ERA5,1.3303756713867188,cross-source-austria-meteo
2018-01-13,CellId: 476cdf0000000000,precipitation,ERA5,5.731773376464844,cross-source-austria-meteo
2018-01-14,CellId: 476cdf0000000000,precipitation,ERA5,4.358482360839844,cross-source-austria-meteo
2018-01-15,CellId: 476cdf0000000000,precipitation,ERA5,0.34847259521484375,cross-source-austria-meteo
2018-01-16,CellId: 476cdf0000000000,precipitation,ERA5,4.8717498779296875,cross-source-austria-meteo
2018-01-17,CellId: 476cdf0000000000,precipitation,ERA5,13.061714172363281,cross-source-austria-meteo
2018-01-18,CellId: 476cdf0000000000,precipitation,ERA5,6.337738037109375,cross-source-austria-meteo
2018-01-19,CellId: 476cdf0000000000,precipitation,ERA5,10.194969177246094,cross-source-austria-meteo
2018-01-20,CellId: 476cdf0000000000,precipitation,ERA5,11.238670349121094,cross-source-austria-meteo
2018-01-21,CellId: 476cdf0000000000,precipitation,ERA5,4.978179931640625,cross-source-austria-meteo
2018-01-22,CellId: 476cdf0000000000,precipitation,ERA5,2.0856857299804688,cross-source-austria-meteo
2018-01-23,CellId: 476cdf0000000000,precipitation,ERA5,8.262062072753906,cross-source-austria-meteo
2018-01-24,CellId: 476cdf0000000000,precipitation,ERA5,0.1922607421875,cross-source-austria-meteo
2018-01-25,CellId: 476cdf0000000000,precipitation,ERA5,0.0,cross-source-austria-meteo
2018-01-26,CellId: 476cdf0000000000,precipitation,ERA5,1.1381149291992188,cross-source-austria-meteo
2018-01-27,CellId: 476cdf0000000000,precipitation,ERA5,1.2170791625976562,cross-source-austria-meteo
2018-01-28,CellId: 476cdf0000000000,precipitation,ERA5,0.054931640625,cross-source-austria-meteo
2018-01-29,CellId: 476cdf0000000000,precipitation,ERA5,0.01373291015625,cross-source-austria-meteo
2018-01-30,CellId: 476cdf0000000000,precipitation,ERA5,0.7724761962890625,cross-source-austria-meteo
2018-01-31,CellId: 476cdf0000000000,precipitation,ERA5,0.08411407470703125,cross-source-austria-meteo
2018-01-01,CellId: 476cf30000000000,precipitation,ERA5,0.4497528076171875,cross-source-austria-meteo
2018-01-02,CellId: 476cf30000000000,precipitation,ERA5,0.0514984130859375,cross-source-austria-meteo
2018-01-03,CellId: 476cf30000000000,precipitation,ERA5,16.254615783691406,cross-source-austria-meteo
2018-01-04,CellId: 476cf30000000000,precipitation,ERA5,6.7737579345703125,cross-source-austria-meteo
2018-01-05,CellId: 476cf30000000000,precipitation,ERA5,21.816444396972656,cross-source-austria-meteo
2018-01-06,CellId: 476cf30000000000,precipitation,ERA5,0.3398895263671875,cross-source-austria-meteo
2018-01-07,CellId: 476cf30000000000,precipitation,ERA5,1.9552230834960938,cross-source-austria-meteo
2018-01-08,CellId: 476cf30000000000,precipitation,ERA5,4.389381408691406,cross-source-austria-meteo
2018-01-09,CellId: 476cf30000000000,precipitation,ERA5,1.4453887939453125,cross-source-austria-meteo
2018-01-10,CellId: 476cf30000000000,precipitation,ERA5,35.10303497314453,cross-source-austria-meteo
2018-01-11,CellId: 476cf30000000000,precipitation,ERA5,0.391387939453125,cross-source-austria-meteo
2018-01-12,CellId: 476cf30000000000,precipitation,ERA5,3.8846969604492188,cross-source-austria-meteo
2018-01-13,CellId: 476cf30000000000,precipitation,ERA5,4.415130615234375,cross-source-austria-meteo
2018-01-14,CellId: 476cf30000000000,precipitation,ERA5,6.5402984619140625,cross-source-austria-meteo
2018-01-15,CellId: 476cf30000000000,precipitation,ERA5,0.5132675170898438,cross-source-austria-meteo
2018-01-16,CellId: 476cf30000000000,precipitation,ERA5,11.379432678222656,cross-source-austria-meteo
2018-01-17,CellId: 476cf30000000000,precipitation,ERA5,12.297821044921875,cross-source-austria-meteo
2018-01-18,CellId: 476cf30000000000,precipitation,ERA5,7.120513916015625,cross-source-austria-meteo
2018-01-19,CellId: 476cf30000000000,precipitation,ERA5,11.333084106445312,cross-source-austria-meteo
2018-01-20,CellId: 476cf30000000000,precipitation,ERA5,8.272361755371094,cross-source-austria-meteo
2018-01-21,CellId: 476cf30000000000,precipitation,ERA5,5.738639831542969,cross-source-austria-meteo
